City,Location,Layer,synonyms
Kolkata,Birla Industrial & Technological Museum,Art and museum,"BI&TM, Byrla yndostryal & Tachnologycal Mosaom, BirlaIndustrial&TechnologicalMuseum"
Kolkata,"Nandan, West Bengal Film Centre & Academy of Fine Arts & Rabindra Sadan",Art and museum,"Nandan, Wast Bangal Fylm Cantra & acadamy of Fyna arts & Rabyndra Sadan, Nandan,WestBengalFilmCentre&AcademyofFineArts&RabindraSadan, NWBFC&AoFA&RS"
Kolkata,Sarat Chandra Chattopadhyay Kuthi,Art and museum,"SCCK, SaratChandraChattopadhyayKuthi, Sarat Chandra Chattopadhyay Kothy"
Kolkata,Kolkata Centre for Creativity,Art and museum,"KCfC, KolkataCentreforCreativity, Kolkata Cantra for Craatyvyty"
Kolkata,Kalighat Mandir Shaktipeeth,Spiritual sites,"KalighatMandirShaktipeeth, KMS, Kalyghat Mandyr Shaktypaath"
Kolkata,St. Paul Cathedral Church,Spiritual sites,"St. Paol Cathadral Chorch, St.PaulCathedralChurch, SPCC, St. Paul's Cathedral"
Kolkata,Dakshineswar Temple,Spiritual sites,"DakshineswarTemple, Dakshineswar Kali Temple, Dakshynaswar Tampla, DT"
Kolkata,Belur Math,Spiritual sites,"Balor Math, BM, BelurMath"
Kolkata,Nakhoda Masjid,Spiritual sites,"NM, NakhodaMasjid, Nakhoda Masjyd"
Kolkata,"Birla Mandir, Kolkata",Spiritual sites,"Birla Mandir, BirlaMandir,Kolkata, BMK, Byrla Mandyr, Kolkata"
Kolkata,Pareshnath Jain Temple kolkata,Spiritual sites,"Parashnath Jayn Tampla kolkata, PareshnathJainTemplekolkata, PJTk"
Kolkata,ISKCON Kolkata Sri Sri Radha Govinda Temple,Spiritual sites,"ySKCoN Kolkata Sry Sry Radha Govynda Tampla, IKSSRGT, ISKCONKolkataSriSriRadhaGovindaTemple"
Kolkata,Gurdwara Sant kutiya,Spiritual sites,"Gordwara Sant kotyya, Gurdwara Sant kutia, GSk, GurdwaraSantkutiya"
Kolkata,"(Bandel Church) The Basilica of the Holy Rosary, Bandel",Spiritual sites,"The Basilica of the Holy Rosary, Bandel (Bandel Church), (Bandal Chorch) Tha Basylyca of tha Holy Rosary, Bandal, (CTBotHRB, (BandelChurch)TheBasilicaoftheHolyRosary,Bandel"
Kolkata,Hooghly Imambara,Spiritual sites,"Hooghly ymambara, HooghlyImambara, HI"
Kolkata,Howrah Junction,Transport,"HJ, Howrah Jonctyon, HowrahJunction"
Kolkata,Netaji Subhash Chandra Bose International Airport,Transport,"NetajiSubhashChandraBoseInternationalAirport, NSCBIA, Natajy Sobhash Chandra Bosa yntarnatyonal ayrport, Airport (Netaji Subhash Chandra Bose International)"
Kolkata,Sealdah Railway station,Transport,"Saaldah Raylway statyon, SRs, SealdahRailwaystation"
Kolkata,Esplanade Bus Stop,Transport,"asplanada Bos Stop, EsplanadeBusStop, EBS"
Kolkata,Babughat Bus Stand,Transport,"BBS, Baboghat Bos Stand, BabughatBusStand"
Kolkata,Karunamoyee bus stand,Transport,"Karonamoyaa bos stand, Karunamoyeebusstand, Kbs"
Kolkata,"Indian Botanic Garden, Acharya Jagadish Chandra Bose",Nature and park,"IndianBotanicGarden,AcharyaJagadishChandraBose, IBGAJCB, Indian Botanic Garden, Acharya Jagadish Chandra Bose , yndyan Botanyc Gardan, acharya Jagadysh Chandra Bosa"
Kolkata,"Zoological Garden, Alipore",Nature and park,"Zoologycal Gardan, alypora, ZoologicalGarden,Alipore, ZGA"
Kolkata,"Central Park, Salt Lake, Kolkata",Nature and park,"CentralPark,SaltLake,Kolkata, Cantral Park, Salt Laka, Kolkata, CPSLK"
Kolkata,East Calcutta Wetlands,Nature and park,"ECW, aast Calcotta Watlands, EastCalcuttaWetlands"
Kolkata,"Millennium Park, Kolkata",Nature and park,"MPK, MillenniumPark,Kolkata, Myllannyom Park, Kolkata"
Kolkata,Eco Park,Nature and park,"aco Park, EcoPark, EP"
Kolkata,Nicco park,Nature and park,"Np, Niccopark, Nycco park"
Kolkata,Nalban Park,Nature and park,"NP, NalbanPark"
Kolkata,Rabindra Sarobar Lake,Nature and park,"RSL, RabindraSarobarLake, Rabyndra Sarobar Laka"
Kolkata,Subhas Sarobar Lake,Nature and park,"Sobhas Sarobar Laka, SSL, SubhasSarobarLake, Subhash Sarobar Lake"
Kolkata,Kolkata River Cruise,Nature and park,"KRC, KolkataRiverCruise, Kolkata Ryvar Croysa"
Kolkata,Sajnekhali Wildlife Sanctuary,Nature and park,"SajnekhaliWildlifeSanctuary, Sajnakhaly Wyldlyfa Sanctoary, SWS"
Manali,Manali Bus Stand (HRTC Bus Stand),Transport,"Manaly Bos Stand (HRTC Bos Stand), ManaliBusStand(HRTCBusStand), MBS(BS"
Manali,Private Volvo Bus Stand,Transport,"PrivateVolvoBusStand, PVBS, Pryvata Volvo Bos Stand"
Manali,Shri Vashishtha Temple,Spiritual sites,"SVT, Shry Vashyshtha Tampla, ShriVashishthaTemple"
Manali,Hadimba Devi Temple,Spiritual sites,"HadimbaDeviTemple, HDT, Hadymba Davy Tampla"
Manali,Shri Anjani Mahadev Mandir,Spiritual sites,"ShriAnjaniMahadevMandir, Shry anjany Mahadav Mandyr, SAMM"
Manali,"Manu Temple, Old Manali",Spiritual sites,"Mano Tampla, old Manaly, ManuTemple,OldManali, MTOM"
Manali,"Buddhist Monastery, Gadhan Thekchhokling Gompa",Spiritual sites,"BuddhistMonastery,GadhanThekchhoklingGompa, BMGTG, Boddhyst Monastary, Gadhan Thakchhoklyng Gompa, Buddhist Monastery, Gadhan Thekchhokling Gompa "
Manali,Himalayan Nyinmapa Buddhist Monastery,Spiritual sites,"HimalayanNyinmapaBuddhistMonastery, Hymalayan Nyynmapa Boddhyst Monastary, HNBM"
Manali,Mall Road Market,Market,"MallRoadMarket, MRM, Mall Road Markat"
Manali,Rohtang La,Adventure & Recreation,"RL, RohtangLa"
Manali,Solang Valley,Adventure & Recreation,"Solang Vallay, SV, SolangValley"
Manali,Hampta Pass Trek,Adventure & Recreation,"HPT, HamptaPassTrek, Hampta Pass Trak"
Manali,Jogini Falls,Water feature & Parks,"JoginiFalls, JF, Jogyny Falls"
Manali,Nehru Kund,Water feature & Parks,"NK, NehruKund, Nahro Kond"
Manali,Bhrigu Lake,Water feature & Parks,"BhriguLake, Bhrygo Laka, BL"
Manali,Manali wildlife sanctuary,Water feature & Parks,"Mws, Manaliwildlifesanctuary, Manaly wyldlyfa sanctoary"
Manali,Van Vihar National Park,Water feature & Parks,"VanViharNationalPark, VVNP, Van Vyhar Natyonal Park"
Manali,Naggar Castle,Iconic structures,"Naggar Castla, NC, NaggarCastle"
Mathura Vrindavan,"Prem Mandir, Vrindavan",Temples,"PremMandir,Vrindavan, PMV, Pram Mandyr, Vryndavan"
Mathura Vrindavan,Sri Sri Krishna Balaram Mandir (ISKCON Vrindavan),Temples,"SSKBM(V, SriSriKrishnaBalaramMandir(ISKCONVrindavan), Sry Sry Kryshna Balaram Mandyr (ySKCoN Vryndavan)"
Mathura Vrindavan,Shri Krishna Janmasthan,Temples,"SKJ, Shry Kryshna Janmasthan, ShriKrishnaJanmasthan"
Mathura Vrindavan,"Shri Dwarkadhish Temple, Mathura",Temples,"ShriDwarkadhishTemple,Mathura, SDTM, Shry Dwarkadhysh Tampla, Mathora"
Mathura Vrindavan,Birla Gita Temple,Temples,"Byrla Gyta Tampla, BGT, BirlaGitaTemple"
Mathura Vrindavan,"Shri Banke Bihari Temple, Vrindavan",Temples,"SBBTV, Shry Banka Byhary Tampla, Vryndavan, ShriBankeBihariTemple,Vrindavan"
Mathura Vrindavan,"Shri Radha Raman Temple, Vrindavan",Temples,"ShriRadhaRamanTemple,Vrindavan, SRRTV, Shry Radha Raman Tampla, Vryndavan"
Mathura Vrindavan,"Shri Radha Rani Temple, Barsana",Temples,"SRRTB, Shry Radha Rany Tampla, Barsana, ShriRadhaRaniTemple,Barsana"
Mathura Vrindavan,Rangnath Mandir (Shri Rangji Mandir),Temples,"Rangnath Mandyr (Shry Rangjy Mandyr), RangnathMandir(ShriRangjiMandir), RM(RM"
Mathura Vrindavan,Vrindavan Chandrodaya Mandir,Temples,"VrindavanChandrodayaMandir, Vryndavan Chandrodaya Mandyr, VCM"
Mathura Vrindavan,"Shri Pagal Baba Temple, Vrindavan",Temples,"SPBTV, ShriPagalBabaTemple,Vrindavan, Shry Pagal Baba Tampla, Vryndavan"
Mathura Vrindavan,"Maa Vaishno Devi Dham, Vrindavan",Temples,"MVDDV, MaaVaishnoDeviDham,Vrindavan, Maa Vayshno Davy Dham, Vryndavan"
Mathura Vrindavan,Gokul Dham,Temples,"GokulDham, GD, Gokol Dham"
Mathura Vrindavan,"Shri Nand Baba Temple, Nandgaon",Temples,"Shry Nand Baba Tampla, Nandgaon, SNBTN, ShriNandBabaTemple,Nandgaon"
Mathura Vrindavan,Shri Shani Mandir Kokilavan,Temples,"ShriShaniMandirKokilavan, SSMK, Shry Shany Mandyr Kokylavan"
Mathura Vrindavan,Mathura Chaurasi Digamber Jain Temple,Temples,"MCDJT, MathuraChaurasiDigamberJainTemple, Mathora Chaorasy Dygambar Jayn Tampla"
Mathura Vrindavan,Shri Raman Bihariji Mandir,Temples,"ShriRamanBiharijiMandir, SRBM, Shry Raman Byharyjy Mandyr"
Mathura Vrindavan,"Government Museum, Mathura",Fort & Museum,"GMM, GovernmentMuseum,Mathura, Govarnmant Mosaom, Mathora"
Mathura Vrindavan,"Kans Quila, Mathura",Fort & Museum,"KQM, Kans Qoyla, Mathora, KansQuila,Mathura"
Mathura Vrindavan,Yamuna river,Sacred Landscapes,"Yr, Yamona ryvar, Yamunariver"
Mathura Vrindavan,Vishram Ghat,Sacred Landscapes,"Vyshram Ghat, VishramGhat, VG"
Mathura Vrindavan,Keshi Ghat,Sacred Landscapes,"Kashy Ghat, KeshiGhat, KG"
Mathura Vrindavan,Nidhivan,Sacred Landscapes,Nydhyvan
Mathura Vrindavan,Seva Kunj,Sacred Landscapes,"SevaKunj, Sava Konj, SK"
Mathura Vrindavan,Govardhan hill,Sacred Landscapes,"Govardhanhill, Gh, Govardhan hyll"
Mathura Vrindavan,"Potra Kund, Mathura",Sacred Landscapes,"Potra Kond, Mathora, PotraKund,Mathura, PKM"
Mathura Vrindavan,Radha Kund & Shyam Kund,Sacred Landscapes,"RK&SK, RadhaKund&ShyamKund, Radha Kond & Shyam Kond"
Mathura Vrindavan,"Kusum Sarovar, Govardhan",Sacred Landscapes,"KSG, Kosom Sarovar, Govardhan, KusumSarovar,Govardhan"
Mathura Vrindavan,Mathura Junction,Transport,"MathuraJunction, Mathora Jonctyon, MJ"
Mathura Vrindavan,Mathura Cantt,Transport,"MathuraCantt, MC, Mathora Cantt"
Mathura Vrindavan,New Bus Stand,Transport,"Naw Bos Stand, NBS, NewBusStand"
Mathura Vrindavan,"Bus Stand, Govardhan",Transport,"BusStand,Govardhan, BSG, Bos Stand, Govardhan"
Mathura Vrindavan,Vrindavan Bus Stand,Transport,"VrindavanBusStand, VBS, Vryndavan Bos Stand"
Mumbai,Airport Terminal 2 (Chhatrapati Shivaji Maharaj International),Transport,"AirportTerminal2(ChhatrapatiShivajiMaharajInternational), ayrport Tarmynal 2 (Chhatrapaty Shyvajy Maharaj yntarnatyonal), AT2(SMI"
Mumbai,Airport Terminal 1 (Chhatrapati Shivaji Maharaj International),Transport,"AirportTerminal1(ChhatrapatiShivajiMaharajInternational), ayrport Tarmynal 1 (Chhatrapaty Shyvajy Maharaj yntarnatyonal), AT1(SMI"
Mumbai,Bandra Terminus,Transport,"BandraTerminus, BT, Bandra Tarmynos"
Mumbai,Lokmanya Tilak Terminus (LTT),Transport,"Lokmanya Tylak Tarmynos (LTT), LTT(, LokmanyaTilakTerminus(LTT)"
Mumbai,Dadar Railway Station,Transport,"DadarRailwayStation, DRS, Dadar Raylway Statyon"
Mumbai,Mumbai Central Railway Station,Transport,"MumbaiCentralRailwayStation, MCRS, Mombay Cantral Raylway Statyon"
Mumbai,Chhatrapati Shivaji Maharaj Terminus,Transport,"ChhatrapatiShivajiMaharajTerminus, CSMT, Chhatrapaty Shyvajy Maharaj Tarmynos"
Mumbai,Kurla Nehru Nagar ST,Transport,"KNNS, KurlaNehruNagarST, Kurla Nehru Nagar ST , Korla Nahro Nagar ST"
Mumbai,Mumbai Central Bus Depot [MSRTC],Transport,"MCBD[, MumbaiCentralBusDepot[MSRTC], Mombay Cantral Bos Dapot [MSRTC]"
Mumbai,MSRTC Shivneri Bus stand Dadar,Transport,"MSRTCShivneriBusstandDadar, MSBsD, MSRTC Shyvnary Bos stand Dadar"
Mumbai,MSRTC Bus stand Thane - Vandana,Transport,"MSRTC Bos stand Thana - Vandana, MBsT-V, MSRTCBusstandThane-Vandana"
Mumbai,Borivali Nancy Colony Bus Stand,Transport,"BorivaliNancyColonyBusStand, BNCBS, Boryvaly Nancy Colony Bos Stand"
Mumbai,Dukaan Borivali East,Transport,"Dokaan Boryvaly aast, DukaanBorivaliEast, DBE"
Mumbai,Elephanta Caves,Iconic structures,"ElephantaCaves, alaphanta Cavas, EC"
Mumbai,Kanheri Caves,Iconic structures,"KC, KanheriCaves, Kanhary Cavas"
Mumbai,Vasai Fort,Iconic structures,"Vasay Fort, VF, VasaiFort"
Mumbai,Jogeshwari Caves,Iconic structures,"JC, JogeshwariCaves, Jogashwary Cavas"
Mumbai,Madh Fort,Iconic structures,"MadhFort, MF"
Mumbai,Bandra Fort,Iconic structures,"BF, BandraFort"
Mumbai,Flora Fountain,Iconic structures,"FloraFountain, Flora Foontayn, FF"
Mumbai,Gateway Of India,Iconic structures,"GOI, GatewayOfIndia, Gataway of yndya"
Mumbai,Shivadi fort and Flamingo Point,Iconic structures,"SfaFP, Shyvady fort and Flamyngo Poynt, ShivadifortandFlamingoPoint"
Mumbai,Bandra Worli Sea Link Bridge,Iconic structures,"BandraWorliSeaLinkBridge, BWSLB, Bandra Worly Saa Lynk Brydga"
Mumbai,Marine Drive,Iconic structures,"MarineDrive, Maryna Dryva, MD"
Mumbai,Global Vipassana Pagoda,Spiritual sites,"Global Vypassana Pagoda, GlobalVipassanaPagoda, GVP"
Mumbai,ISKCON Mandir - Juhu,Spiritual sites,"ISKCONMandir-Juhu, ySKCoN Mandyr - Joho, IM-J"
Mumbai,Gaondevi Temple & Gilbert Hill,Spiritual sites,"Gaondavy Tampla & Gylbart Hyll, GaondeviTemple&GilbertHill, GT&GH"
Mumbai,Basilica of Our Lady of the Mount,Spiritual sites,"BasilicaofOurLadyoftheMount, BoOLotM, Basylyca of oor Lady of tha Moont"
Mumbai,Shree Siddhivinayak Temple,Spiritual sites,"Shraa Syddhyvynayak Tampla, SST, ShreeSiddhivinayakTemple"
Mumbai,BAPS Shri Swaminarayan Mandir,Spiritual sites,"BAPSShriSwaminarayanMandir, BaPS Shry Swamynarayan Mandyr, BSSM"
Mumbai,Haji Ali Dargah,Spiritual sites,"Hajy aly Dargah, HajiAliDargah, HAD"
Mumbai,Shri Mahalakshmi Temple,Spiritual sites,"Shry Mahalakshmy Tampla, SMT, ShriMahalakshmiTemple"
Mumbai,Shree Babulnath Mandir,Spiritual sites,"SBM, ShreeBabulnathMandir, Shraa Babolnath Mandyr"
Mumbai,ISKCON Chowpatty (Sri Sri Radha Gopinath Mandir),Spiritual sites,"IC(SRGM, ISKCONChowpatty(SriSriRadhaGopinathMandir), ySKCoN Chowpatty (Sry Sry Radha Gopynath Mandyr)"
Mumbai,Juma Masjid,Spiritual sites,"Joma Masjyd, JM, JumaMasjid"
Mumbai,Shri Mumbadevi Temple,Spiritual sites,"SMT, ShriMumbadeviTemple, Shry Mombadavy Tampla"
Mumbai,St. Thomas' Cathedral,Spiritual sites,"St. Thomas’ Cathedral, STC, St.Thomas'Cathedral, St. Thomas' Cathadral"
Mumbai,Zoo (Veermata Jijabai Bhosale Botanical Udyan),Nature,"Z(JBBU, Zoo(VeermataJijabaiBhosaleBotanicalUdyan), Zoo (Vaarmata Jyjabay Bhosala Botanycal odyan)"
Mumbai,Gorai Beach,Nature,"GoraiBeach, GB, Goray Baach"
Mumbai,Aksa Beach,Nature,"AB, aksa Baach, AksaBeach"
Mumbai,Versova Beach,Nature,"VersovaBeach, Varsova Baach, VB"
Mumbai,Juhu Beach,Nature,"JB, JuhuBeach, Joho Baach"
Mumbai,Girgaon Chowpatty,Nature,"GirgaonChowpatty, GC, Gyrgaon Chowpatty"
Mumbai,Powai Lake,Nature,"Poway Laka, PL, PowaiLake"
Mumbai,Chhota Kashmir Park.,Nature,"ChhotaKashmirPark., CKP, Chhota Kashmyr Park."
Mumbai,Vihar Lake,Nature,"VL, ViharLake, Vyhar Laka"
Mumbai,Tulsi Lake,Nature,"TL, TulsiLake, Tolsy Laka"
Mumbai,Sanjay Gandhi National Park,Nature,"SGNP, SanjayGandhiNationalPark, Sanjay Gandhy Natyonal Park"
Mumbai,Bandstand Promenade,Nature,"BandstandPromenade, BP, Bandstand Promanada"
Mumbai,Oval Maidan,Nature,"OM, OvalMaidan, oval Maydan"
Mumbai,Hanging Gardens,Nature,"HG, HangingGardens, Hangyng Gardans"
Mumbai,Alibaug Beach,Nature,"AlibaugBeach, AB, alybaog Baach"
Mumbai,Karnala Bird Sanctuary,Nature,"KarnalaBirdSanctuary, Karnala Byrd Sanctoary, KBS"
Mumbai,Matheran Hill Station,Nature,"MatheranHillStation, Matharan Hyll Statyon, MHS"
Mumbai,Lonavala and Khandala,Nature,"LaK, LonavalaandKhandala"
Mumbai,Film city Dadasaheb Phalke,Art and museum,"FilmcityDadasahebPhalke, Fylm cyty Dadasahab Phalka, FcDP"
Mumbai,RBI Monetary Museum,Art and museum,"RMM, RBIMonetaryMuseum, RBy Monatary Mosaom"
Mumbai,"The Asiatic Society, Mumbai",Art and museum,"TheAsiaticSociety,Mumbai, TASM, Tha asyatyc Socyaty, Mombay"
Mumbai,Jehangir Art Gallery,Art and museum,"JehangirArtGallery, JAG, Jahangyr art Gallary"
Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Art and museum,"ChhatrapatiShivajiMaharajVastuSangrahalaya, Chhatrapaty Shyvajy Maharaj Vasto Sangrahalaya, CSMVS"
Mumbai,"Nehru planetarium, Mumbai",Art and museum,"Nahro planataryom, Mombay, NpM, Nehru planetarium, Nehruplanetarium,Mumbai"
Mumbai,Nehru Science Centre,Art and museum,"NehruScienceCentre, NSC, Nahro Scyanca Cantra"
Mumbai,Mani Bhavan Gandhi Sangrahalaya,Art and museum,"ManiBhavanGandhiSangrahalaya, MBGS, Many Bhavan Gandhy Sangrahalaya"
Mumbai,Essel World,Amusement park,"EW, EsselWorld, assal World"
Mumbai,Imagica,Amusement park,ymagyca
Mussoorie,Picture palace bus station,Transport,"Ppbs, Picturepalacebusstation, Pyctora palaca bos statyon"
Mussoorie,Library Bus stand,Transport,"LibraryBusstand, LBs, Library Bus stand , Lybrary Bos stand"
Mussoorie,Dehradun Railway Station,Transport,"Dahradon Raylway Statyon, DehradunRailwayStation, DRS"
Mussoorie,Kempty Fall Taxi Stand,Transport,"KemptyFallTaxiStand, Kampty Fall Taxy Stand, KFTS"
Mussoorie,Kempty Falls,Top attractions,"KF, Kampty Falls, KemptyFalls"
Mussoorie,Lal Tibba Scenic Point,Top attractions,"LalTibbaScenicPoint, LTSP, Lal Tybba Scanyc Poynt"
Mussoorie,Gun Hill,Top attractions,"GH, GunHill, Gon Hyll"
Mussoorie,Mall road,Top attractions,"Mallroad, Mr"
Mussoorie,Company Garden,Top attractions,"Company Gardan, CompanyGarden, CG"
Mussoorie,Mussorie Lake,Top attractions,"MussorieLake, ML, Mossorya Laka"
Mussoorie,Jharipani Waterfall,Top attractions,"Jharypany Watarfall, JW, JharipaniWaterfall"
Mussoorie,Cloud's End,Top attractions,"CE, Clood's and, Cloud'sEnd, Cloud’s End"
Mussoorie,George Everest House,Top attractions,"Gaorga avarast Hoosa, GeorgeEverestHouse, GEH"
Mussoorie,Happy Valley Tibetan Buddhist Temple,Top attractions,"Happy Vallay Tybatan Boddhyst Tampla, HappyValleyTibetanBuddhistTemple, HVTBT"
Mussoorie,Bhatta falls,Top attractions,"Bf, Bhattafalls"
Nainital,"Nainital Bus Stand, Tallital",Transport,"NBST, NainitalBusStand,Tallital, Naynytal Bos Stand, Tallytal"
Nainital,Kathgodam Railway Station,Transport,"KathgodamRailwayStation, Kathgodam Raylway Statyon, KRS"
Nainital,Nainital Lake,Top attractions,"Naynytal Laka, NainitalLake, NL"
Nainital,Snow View point,Top attractions,"Snow Vyaw poynt, SnowViewpoint, SVp"
Nainital,G B Pant High Altitude Zoo,Top attractions,"GBPHAZ, GBPantHighAltitudeZoo, G B Pant Hygh altytoda Zoo"
Nainital,Eco Cave Park,Top attractions,"ECP, aco Cava Park, EcoCavePark"
Nainital,Tiffin Top,Top attractions,"TiffinTop, Tyffyn Top, TT"
Nainital,Naina Peak East,Top attractions,"NainaPeakEast, Nayna Paak aast, NPE"
Nainital,Himalayan Botanical Garden,Top attractions,"HimalayanBotanicalGarden, HBG, Hymalayan Botanycal Gardan"
Nainital,Himalaya Darshan viewpoint,Top attractions,"HimalayaDarshanviewpoint, Hymalaya Darshan vyawpoynt, HDv"
Nainital,Mall Road,Top attractions,"MallRoad, MR"
Nainital,Raj Bhawan Governor House,Top attractions,"RBGH, RajBhawanGovernorHouse, Raj Bhawan Govarnor Hoosa"
Nainital,Jim Corbett Gurney House,Top attractions,"JCGH, Jym Corbatt Gornay Hoosa, JimCorbettGurneyHouse"
Nainital,Woodland water fall nainital,Top attractions,"Woodland watar fall naynytal, Wwfn, Woodlandwaterfallnainital"
Nainital,"Sankat Mochan Mandir, Hanuman Garhi",Spiritual sites,"Sankat Mochan Mandyr, Hanoman Garhy, Sankat Mochan Mandir,Hanuman Garhi, SMMHG, SankatMochanMandir,HanumanGarhi"
Nainital,"Shree Maa Naina Devi Temple, Nainital",Spiritual sites,"SMNDTN, Shraa Maa Nayna Davy Tampla, Naynytal, ShreeMaaNainaDeviTemple,Nainital"
Nainital,Kainchi Dham - Shri Neeb Karori Baba Ashram,Spiritual sites,"KainchiDham-ShriNeebKaroriBabaAshram, KD-SNKBA, Kaynchy Dham - Shry Naab Karory Baba ashram"
Nainital,St John in the Wilderness Church,Spiritual sites,"St John yn tha Wyldarnass Chorch, SJitWC, StJohnintheWildernessChurch"
Nainital,"Golu Devta Temple (Bell Temple), Ghorakhal",Spiritual sites,"Golo Davta Tampla (Ball Tampla), Ghorakhal, GoluDevtaTemple(BellTemple),Ghorakhal, GDT(TG"
Nainital,Sattal Lake,Other Lakes,"Sattal Laka, SattalLake, SL"
Nainital,Bhim Taal Lake,Other Lakes,"BTL, BhimTaalLake, Bhym Taal Laka"
Nainital,Naukuchia Taal,Other Lakes,"Naokochya Taal, NT, NaukuchiaTaal"
Nainital,Sariyatal,Other Lakes,Saryyatal
Nainital,Khurpatal Lake,Other Lakes,"KL, KhurpatalLake, Khorpatal Laka"
Pune,Pune International Airport,Transport,"PIA, Pona yntarnatyonal ayrport, PuneInternationalAirport"
Pune,Pune Junction,Transport,"PuneJunction, PJ, Pona Jonctyon"
Pune,Swargate Bus Stand,Transport,"SBS, SwargateBusStand, Swargata Bos Stand"
Pune,MSRTC ST Pune Station Bus Stand,Transport,"MSRTC ST Pona Statyon Bos Stand, MSPSBS, MSRTCSTPuneStationBusStand"
Pune,Hadapsar Railway Station,Transport,"Hadapsar Raylway Statyon, HadapsarRailwayStation, HRS"
Pune,Khadki Railway Station,Transport,"Khadky Raylway Statyon, KRS, KhadkiRailwayStation"
Pune,Vallabhnagar State Transport Bus Stand,Transport,"VallabhnagarStateTransportBusStand, VSTBS, Vallabhnagar Stata Transport Bos Stand"
Pune,Chinchwad Railway Station Queens Town Side,Transport,"CRSQTS, ChinchwadRailwayStationQueensTownSide, Chynchwad Raylway Statyon Qoaans Town Syda"
Pune,Chatrapati Shivaji Maharaj Nagar,Transport,"ChatrapatiShivajiMaharajNagar, Chatrapaty Shyvajy Maharaj Nagar, CSMN"
Pune,Sinhagad Fort,Fort and Iconic structures,"SinhagadFort, SF, Synhagad Fort"
Pune,Rajgad Fort,Fort and Iconic structures,"RajgadFort, RF"
Pune,Torna Fort,Fort and Iconic structures,"TornaFort, TF"
Pune,Purandar Fort,Fort and Iconic structures,"PF, PurandarFort, Porandar Fort"
Pune,Tikona Fort,Fort and Iconic structures,"Tykona Fort, TikonaFort, TF"
Pune,Lohgad Fort,Fort and Iconic structures,"LohgadFort, LF"
Pune,Shaniwar Wada,Fort and Iconic structures,"SW, ShaniwarWada, Shanywar Wada"
Pune,Laal Mahal,Fort and Iconic structures,"LaalMahal, LM"
Pune,Aga Khan Palace,Fort and Iconic structures,"AKP, aga Khan Palaca, AgaKhanPalace"
Pune,Karla Caves,Fort and Iconic structures,"KC, KarlaCaves, Karla Cavas"
Pune,Raja Dinkar Kelkar Museum,Art and museum,"Raja Dynkar Kalkar Mosaom, RajaDinkarKelkarMuseum, RDKM"
Pune,Blades of Glory Cricket Museum,Art and museum,"Bladas of Glory Cryckat Mosaom, BoGCM, BladesofGloryCricketMuseum"
Pune,Pimpri Chinchwad Science Park,Art and museum,"PCSP, Pympry Chynchwad Scyanca Park, PimpriChinchwadSciencePark"
Pune,Mahatma Phule Museum,Art and museum,"MahatmaPhuleMuseum, Mahatma Phola Mosaom, MPM"
Pune,Dr Babasaheb Ambedkar Museum & Memorial,Art and museum,"DrBabasahebAmbedkarMuseum&Memorial, DBAM&M, Dr Babasahab ambadkar Mosaom & Mamoryal"
Pune,Late Sanjay Mahadeo Nimhan Gram Sanskruti Udyan,Art and museum,"LateSanjayMahadeoNimhanGramSanskrutiUdyan, Lata Sanjay Mahadao Nymhan Gram Sanskroty odyan, LSMNGSU"
Pune,Shreemant Dagdusheth Halwai Ganpati Mandir,Spiritual sites,"SDHGM, ShreemantDagdushethHalwaiGanpatiMandir, Shraamant Dagdoshath Halway Ganpaty Mandyr"
Pune,Parvati Hill & Hill top Temples,Spiritual sites,"ParvatiHill&HilltopTemples, Parvaty Hyll & Hyll top Tamplas, PH&HtT"
Pune,Shri Chatushrungi Devi Temple,Spiritual sites,"SCDT, Shry Chatoshrongy Davy Tampla, ShriChatushrungiDeviTemple"
Pune,Shri Siddhivinayak Ganesh Mandir Sarasbaug,Spiritual sites,"SSGMS, Shry Syddhyvynayak Ganash Mandyr Sarasbaog, ShriSiddhivinayakGaneshMandirSarasbaug"
Pune,Mahadji Shinde Chhatri,Spiritual sites,"MSC, MahadjiShindeChhatri, Mahadjy Shynda Chhatry"
Pune,ISKCON NVCC Pune,Spiritual sites,"ySKCoN NVCC Pona, INP, ISKCONNVCCPune"
Pune,"Shri Khandoba Mandir, Jejuri",Spiritual sites,"Shry Khandoba Mandyr, Jajory, ShriKhandobaMandir,Jejuri, SKMJ"
Pune,Bhuleshwar Temple,Spiritual sites,"BhuleshwarTemple, BT, Bholashwar Tampla"
Pune,BAPS Shri Swaminarayan Mandir Pune,Spiritual sites,"BSSMP, BAPSShriSwaminarayanMandirPune, BaPS Shry Swamynarayan Mandyr Pona"
Pune,"Katraj Jain Temple, Aagam Mandir",Spiritual sites,"KatrajJainTemple,AagamMandir, KJTAM, Katraj Jayn Tampla, aagam Mandyr"
Pune,St. Patrick's Cathedral,Spiritual sites,"St. Patrick’s Cathedral, St.Patrick'sCathedral, SPC, St. Patryck's Cathadral"
Pune,Prati Balaji Mandir,Spiritual sites,"PBM, PratiBalajiMandir, Praty Balajy Mandyr"
Pune,Bhimashankar Jyotirlinga,Spiritual sites,"Bhymashankar Jyotyrlynga, BhimashankarJyotirlinga, BJ"
